"observation","public.feedback","private.feedback","public.feedback.bins"
110379,5,"Definitely Yes","(4.75,5]"
110380,5,"Definitely Yes","(4.75,5]"
110381,4,"Definitely Yes","(3.75,4]"
110382,4.65,"Probably Yes","(4.5,4.75]"
110383,4.8,"Probably Yes","(4.75,5]"
110384,5,"Definitely Yes","(4.75,5]"
110385,5,"Definitely Yes","(4.75,5]"
110386,5,"Definitely Yes","(4.75,5]"
110387,5,"Definitely Yes","(4.75,5]"
110388,5,"Definitely Yes","(4.75,5]"
110389,3.25,"Probably Not","(3,3.25]"
110390,5,"Definitely Yes","(4.75,5]"
110391,3,"Probably Yes","(2.75,3]"
110392,5,"Definitely Yes","(4.75,5]"
110393,5,"Definitely Yes","(4.75,5]"
110394,4.6,"Probably Yes","(4.5,4.75]"
110395,5,"Definitely Yes","(4.75,5]"
110396,5,"Definitely Yes","(4.75,5]"
110397,2.8,"Definitely Not","(2.75,3]"
110398,5,"Definitely Yes","(4.75,5]"
110399,4.85,"Definitely Yes","(4.75,5]"
110400,5,"Definitely Yes","(4.75,5]"
110401,5,"Definitely Yes","(4.75,5]"
110402,5,"Definitely Yes","(4.75,5]"
110403,5,"Definitely Yes","(4.75,5]"
110404,5,"Definitely Yes","(4.75,5]"
110405,5,"Definitely Yes","(4.75,5]"
110406,5,"Definitely Yes","(4.75,5]"
110407,5,"Definitely Yes","(4.75,5]"
110408,5,"Definitely Yes","(4.75,5]"
110409,5,"Probably Yes","(4.75,5]"
110410,4.05,"Probably Yes","(4,4.25]"
110411,5,"Definitely Yes","(4.75,5]"
110412,5,"Definitely Yes","(4.75,5]"
110413,5,"Definitely Yes","(4.75,5]"
110414,4,"Probably Yes","(3.75,4]"
110415,4.85,"Probably Not","(4.75,5]"
110416,5,"Definitely Yes","(4.75,5]"
110417,5,"Definitely Yes","(4.75,5]"
110418,4.7,"Probably Not","(4.5,4.75]"
110419,5,"Definitely Yes","(4.75,5]"
110420,5,"Definitely Yes","(4.75,5]"
110421,5,"Definitely Yes","(4.75,5]"
110422,5,"Definitely Yes","(4.75,5]"
110423,4.8,"Probably Yes","(4.75,5]"
110424,5,"Definitely Yes","(4.75,5]"
110425,4.85,"Probably Yes","(4.75,5]"
110426,5,"Definitely Yes","(4.75,5]"
110427,5,"Definitely Yes","(4.75,5]"
110428,5,"Definitely Yes","(4.75,5]"
110429,5,"Definitely Yes","(4.75,5]"
110430,5,"Definitely Yes","(4.75,5]"
110431,5,"Definitely Yes","(4.75,5]"
110432,5,"Probably Yes","(4.75,5]"
110433,4.55,"Probably Yes","(4.5,4.75]"
110434,5,"Definitely Yes","(4.75,5]"
110435,4.8,"Probably Not","(4.75,5]"
110436,5,"Definitely Yes","(4.75,5]"
110437,3,"Probably Not","(2.75,3]"
110438,5,"Definitely Yes","(4.75,5]"
110439,2.75,"Definitely Not","(2.5,2.75]"
110440,5,"Definitely Yes","(4.75,5]"
110441,5,"Definitely Yes","(4.75,5]"
110442,5,"Definitely Yes","(4.75,5]"
110443,5,"Definitely Yes","(4.75,5]"
110444,5,"Definitely Yes","(4.75,5]"
110445,5,"Definitely Yes","(4.75,5]"
110446,4.65,"Probably Yes","(4.5,4.75]"
110447,4.7,"Probably Not","(4.5,4.75]"
110448,5,"Definitely Yes","(4.75,5]"
110449,5,"Definitely Yes","(4.75,5]"
110450,5,"Definitely Yes","(4.75,5]"
110451,1,"Definitely Not","[1,1.25]"
110452,5,"Probably Not","(4.75,5]"
110453,5,"Definitely Yes","(4.75,5]"
110454,5,"Probably Not","(4.75,5]"
110455,5,"Definitely Yes","(4.75,5]"
110456,5,"Definitely Yes","(4.75,5]"
110457,5,"Definitely Yes","(4.75,5]"
110458,5,"Probably Not","(4.75,5]"
110459,5,"Definitely Yes","(4.75,5]"
110460,4.8,"Probably Yes","(4.75,5]"
110461,5,"Definitely Yes","(4.75,5]"
110462,5,"Probably Yes","(4.75,5]"
110463,5,"Definitely Yes","(4.75,5]"
110464,5,"Definitely Yes","(4.75,5]"
110465,5,"Definitely Yes","(4.75,5]"
110466,5,"Definitely Yes","(4.75,5]"
110467,5,"Definitely Yes","(4.75,5]"
110468,5,"Definitely Yes","(4.75,5]"
110469,5,"Definitely Yes","(4.75,5]"
110470,5,"Definitely Yes","(4.75,5]"
110471,4.85,"Definitely Yes","(4.75,5]"
110472,5,"Definitely Yes","(4.75,5]"
110473,5,"Definitely Yes","(4.75,5]"
110474,5,"Definitely Yes","(4.75,5]"
110475,5,"Definitely Yes","(4.75,5]"
110476,5,"Definitely Yes","(4.75,5]"
110477,5,"Definitely Yes","(4.75,5]"
110478,5,"Definitely Yes","(4.75,5]"
110479,5,"Definitely Yes","(4.75,5]"
110480,4.8,"Probably Yes","(4.75,5]"
110481,5,"Definitely Yes","(4.75,5]"
110482,5,"Probably Yes","(4.75,5]"
110483,5,"Definitely Yes","(4.75,5]"
110484,5,"Definitely Yes","(4.75,5]"
110485,4.1,"Probably Not","(4,4.25]"
110486,5,"Definitely Yes","(4.75,5]"
110487,5,"Probably Yes","(4.75,5]"
110488,5,"Definitely Yes","(4.75,5]"
110489,5,"Definitely Yes","(4.75,5]"
110490,5,"Definitely Yes","(4.75,5]"
110491,5,"Definitely Yes","(4.75,5]"
110492,5,"Definitely Yes","(4.75,5]"
110493,5,"Definitely Yes","(4.75,5]"
110494,4,"Definitely Not","(3.75,4]"
110495,4.7,"Probably Not","(4.5,4.75]"
110496,5,"Definitely Yes","(4.75,5]"
110497,5,"Definitely Yes","(4.75,5]"
110498,5,"Definitely Yes","(4.75,5]"
110499,5,"Definitely Yes","(4.75,5]"
110500,5,"Definitely Yes","(4.75,5]"
110501,5,"Probably Yes","(4.75,5]"
110502,3.45,"Probably Yes","(3.25,3.5]"
110503,5,"Definitely Yes","(4.75,5]"
110504,4.6,"Probably Not","(4.5,4.75]"
110505,5,"Probably Yes","(4.75,5]"
110506,5,"Definitely Yes","(4.75,5]"
110507,5,"Definitely Yes","(4.75,5]"
110508,5,"Definitely Yes","(4.75,5]"
110509,5,"Definitely Yes","(4.75,5]"
110510,5,"Probably Yes","(4.75,5]"
110511,5,"Definitely Yes","(4.75,5]"
110512,5,"Definitely Yes","(4.75,5]"
110513,1.5,"Definitely Not","(1.25,1.5]"
110514,5,"Definitely Yes","(4.75,5]"
110515,5,"Definitely Yes","(4.75,5]"
110516,5,"Probably Yes","(4.75,5]"
110517,3.9,"Probably Not","(3.75,4]"
110518,5,"Definitely Yes","(4.75,5]"
110519,5,"Probably Yes","(4.75,5]"
110520,4.6,"Probably Not","(4.5,4.75]"
110521,5,"Probably Yes","(4.75,5]"
110522,5,"Definitely Yes","(4.75,5]"
110523,5,"Probably Yes","(4.75,5]"
110524,5,"Definitely Yes","(4.75,5]"
110525,3.55,"Probably Not","(3.5,3.75]"
110526,5,"Definitely Yes","(4.75,5]"
110527,5,"Definitely Yes","(4.75,5]"
110528,5,"Definitely Yes","(4.75,5]"
110529,5,"Probably Yes","(4.75,5]"
110530,5,"Probably Yes","(4.75,5]"
110531,5,"Definitely Yes","(4.75,5]"
110532,5,"Definitely Yes","(4.75,5]"
110533,5,"Definitely Yes","(4.75,5]"
110534,5,"Probably Yes","(4.75,5]"
110535,5,"Probably Not","(4.75,5]"
110536,5,"Definitely Yes","(4.75,5]"
110537,5,"Probably Yes","(4.75,5]"
110538,4.85,"Probably Not","(4.75,5]"
110539,5,"Probably Yes","(4.75,5]"
110540,1,"Probably Not","[1,1.25]"
110541,5,"Definitely Yes","(4.75,5]"
110542,5,"Definitely Yes","(4.75,5]"
110543,5,"Definitely Yes","(4.75,5]"
110544,5,"Definitely Yes","(4.75,5]"
110545,5,"Definitely Yes","(4.75,5]"
110546,5,"Definitely Yes","(4.75,5]"
110547,5,"Definitely Yes","(4.75,5]"
110548,5,"Definitely Yes","(4.75,5]"
110549,5,"Definitely Yes","(4.75,5]"
110550,3,"Probably Not","(2.75,3]"
110551,5,"Definitely Yes","(4.75,5]"
110552,5,"Definitely Yes","(4.75,5]"
110553,5,"Definitely Yes","(4.75,5]"
110554,5,"Definitely Yes","(4.75,5]"
110555,5,"Definitely Yes","(4.75,5]"
110556,5,"Definitely Yes","(4.75,5]"
110557,5,"Definitely Yes","(4.75,5]"
110558,5,"Definitely Yes","(4.75,5]"
110559,5,"Definitely Yes","(4.75,5]"
110560,5,"Definitely Yes","(4.75,5]"
110561,5,"Definitely Yes","(4.75,5]"
110562,5,"Definitely Yes","(4.75,5]"
110563,5,"Definitely Yes","(4.75,5]"
110564,4.8,"Probably Yes","(4.75,5]"
110565,5,"Definitely Yes","(4.75,5]"
110566,5,"Definitely Yes","(4.75,5]"
110567,5,"Definitely Yes","(4.75,5]"
110568,5,"Definitely Yes","(4.75,5]"
110569,5,"Definitely Yes","(4.75,5]"
110570,5,"Definitely Yes","(4.75,5]"
110571,4.4,"Probably Yes","(4.25,4.5]"
110572,5,"Definitely Yes","(4.75,5]"
110573,3.95,"Probably Not","(3.75,4]"
110574,5,"Definitely Yes","(4.75,5]"
110575,5,"Definitely Yes","(4.75,5]"
110576,3.8,"Definitely Yes","(3.75,4]"
110577,5,"Definitely Yes","(4.75,5]"
110578,5,"Definitely Yes","(4.75,5]"
110579,5,"Definitely Yes","(4.75,5]"
110580,5,"Definitely Yes","(4.75,5]"
110581,5,"Definitely Yes","(4.75,5]"
110582,5,"Probably Not","(4.75,5]"
110583,5,"Definitely Yes","(4.75,5]"
110584,5,"Definitely Yes","(4.75,5]"
110585,5,"Definitely Yes","(4.75,5]"
110586,5,"Definitely Yes","(4.75,5]"
110587,5,"Probably Yes","(4.75,5]"
110588,5,"Definitely Yes","(4.75,5]"
110589,5,"Probably Yes","(4.75,5]"
110590,5,"Definitely Yes","(4.75,5]"
110591,4.6,"Definitely Yes","(4.5,4.75]"
110592,5,"Definitely Yes","(4.75,5]"
110593,5,"Definitely Yes","(4.75,5]"
110594,5,"Definitely Yes","(4.75,5]"
110595,5,"Definitely Yes","(4.75,5]"
110596,5,"Definitely Yes","(4.75,5]"
110597,4.85,"Definitely Yes","(4.75,5]"
110598,5,"Definitely Yes","(4.75,5]"
110599,5,"Definitely Yes","(4.75,5]"
110600,5,"Definitely Yes","(4.75,5]"
110601,5,"Definitely Yes","(4.75,5]"
110602,5,"Definitely Yes","(4.75,5]"
110603,5,"Definitely Yes","(4.75,5]"
110604,5,"Definitely Yes","(4.75,5]"
110605,5,"Definitely Yes","(4.75,5]"
110606,5,"Definitely Yes","(4.75,5]"
110607,5,"Definitely Yes","(4.75,5]"
110608,5,"Definitely Yes","(4.75,5]"
110609,4.5,"Probably Yes","(4.25,4.5]"
110610,5,"Definitely Yes","(4.75,5]"
110611,4.8,"Definitely Yes","(4.75,5]"
110612,5,"Definitely Yes","(4.75,5]"
110613,5,"Definitely Yes","(4.75,5]"
110614,5,"Definitely Yes","(4.75,5]"
110615,5,"Definitely Yes","(4.75,5]"
110616,5,"Definitely Yes","(4.75,5]"
110617,5,"Definitely Yes","(4.75,5]"
110618,5,"Definitely Yes","(4.75,5]"
110619,4,"Probably Not","(3.75,4]"
110620,5,"Probably Yes","(4.75,5]"
110621,5,"Probably Yes","(4.75,5]"
110622,5,"Definitely Yes","(4.75,5]"
110623,5,"Definitely Yes","(4.75,5]"
110624,5,"Definitely Yes","(4.75,5]"
110625,5,"Definitely Yes","(4.75,5]"
110626,4,"Definitely Yes","(3.75,4]"
110627,4.35,"Definitely Not","(4.25,4.5]"
110628,5,"Definitely Yes","(4.75,5]"
110629,5,"Definitely Yes","(4.75,5]"
110630,5,"Definitely Yes","(4.75,5]"
110631,5,"Definitely Yes","(4.75,5]"
110632,5,"Probably Yes","(4.75,5]"
110633,5,"Definitely Yes","(4.75,5]"
110634,5,"Definitely Yes","(4.75,5]"
110635,4,"Probably Yes","(3.75,4]"
110636,5,"Definitely Yes","(4.75,5]"
110637,5,"Definitely Yes","(4.75,5]"
110638,5,"Probably Yes","(4.75,5]"
110639,5,"Definitely Yes","(4.75,5]"
110640,5,"Definitely Yes","(4.75,5]"
110641,4.05,"Definitely Not","(4,4.25]"
110642,5,"Definitely Yes","(4.75,5]"
110643,1.65,"Definitely Not","(1.5,1.75]"
110644,5,"Definitely Yes","(4.75,5]"
110645,5,"Definitely Yes","(4.75,5]"
110646,5,"Definitely Yes","(4.75,5]"
110647,5,"Definitely Yes","(4.75,5]"
110648,5,"Definitely Yes","(4.75,5]"
110649,4.85,"Probably Not","(4.75,5]"
110650,5,"Definitely Yes","(4.75,5]"
110651,4.6,"Probably Yes","(4.5,4.75]"
110652,5,"Probably Not","(4.75,5]"
110653,1.6,"Definitely Not","(1.5,1.75]"
110654,5,"Definitely Yes","(4.75,5]"
110655,3.55,"Probably Not","(3.5,3.75]"
110656,5,"Definitely Yes","(4.75,5]"
110657,4,"Probably Yes","(3.75,4]"
110658,5,"Definitely Yes","(4.75,5]"
110659,5,"Definitely Yes","(4.75,5]"
110660,5,"Definitely Yes","(4.75,5]"
110661,5,"Definitely Yes","(4.75,5]"
110662,5,"Definitely Yes","(4.75,5]"
110663,5,"Definitely Yes","(4.75,5]"
110664,5,"Probably Yes","(4.75,5]"
110665,5,"Probably Yes","(4.75,5]"
110666,5,"Definitely Yes","(4.75,5]"
110667,5,"Definitely Yes","(4.75,5]"
110668,5,"Definitely Yes","(4.75,5]"
110669,5,"Definitely Yes","(4.75,5]"
110670,5,"Probably Yes","(4.75,5]"
110671,5,"Definitely Yes","(4.75,5]"
110672,5,"Definitely Yes","(4.75,5]"
110673,5,"Definitely Yes","(4.75,5]"
110674,5,"Definitely Yes","(4.75,5]"
110675,5,"Probably Yes","(4.75,5]"
110676,5,"Definitely Yes","(4.75,5]"
110677,5,"Definitely Yes","(4.75,5]"
110678,4.2,"Probably Yes","(4,4.25]"
110679,5,"Definitely Yes","(4.75,5]"
110680,1.8,"Definitely Not","(1.75,2]"
110681,5,"Definitely Yes","(4.75,5]"
110682,4,"Probably Yes","(3.75,4]"
110683,5,"Definitely Yes","(4.75,5]"
110684,5,"Definitely Yes","(4.75,5]"
110685,5,"Definitely Yes","(4.75,5]"
110686,5,"Definitely Yes","(4.75,5]"
110687,5,"Definitely Yes","(4.75,5]"
110688,5,"Definitely Yes","(4.75,5]"
110689,4.85,"Definitely Yes","(4.75,5]"
110690,3.6,"Probably Yes","(3.5,3.75]"
110691,5,"Definitely Yes","(4.75,5]"
110692,5,"Definitely Yes","(4.75,5]"
110693,5,"Definitely Yes","(4.75,5]"
110694,5,"Definitely Yes","(4.75,5]"
110695,4,"Probably Not","(3.75,4]"
110696,4.4,"Probably Not","(4.25,4.5]"
110697,5,"Definitely Yes","(4.75,5]"
110698,5,"Definitely Yes","(4.75,5]"
110699,5,"Definitely Yes","(4.75,5]"
110700,5,"Definitely Yes","(4.75,5]"
110701,5,"Definitely Yes","(4.75,5]"
110702,5,"Definitely Yes","(4.75,5]"
110703,5,"Definitely Yes","(4.75,5]"
110704,5,"Definitely Yes","(4.75,5]"
110705,5,"Definitely Yes","(4.75,5]"
110706,5,"Definitely Yes","(4.75,5]"
110707,5,"Definitely Yes","(4.75,5]"
110708,5,"Definitely Yes","(4.75,5]"
110709,5,"Definitely Yes","(4.75,5]"
110710,5,"Definitely Yes","(4.75,5]"
110711,4.85,"Definitely Yes","(4.75,5]"
110712,4.8,"Probably Yes","(4.75,5]"
110713,5,"Probably Yes","(4.75,5]"
110714,4,"Definitely Yes","(3.75,4]"
110715,5,"Definitely Yes","(4.75,5]"
110716,5,"Definitely Yes","(4.75,5]"
110717,5,"Definitely Yes","(4.75,5]"
110718,5,"Definitely Yes","(4.75,5]"
110719,5,"Definitely Yes","(4.75,5]"
110720,5,"Definitely Yes","(4.75,5]"
110721,5,"Definitely Yes","(4.75,5]"
110722,5,"Definitely Yes","(4.75,5]"
110723,5,"Definitely Yes","(4.75,5]"
110724,5,"Definitely Yes","(4.75,5]"
110725,5,"Definitely Yes","(4.75,5]"
110726,5,"Definitely Yes","(4.75,5]"
110727,5,"Definitely Yes","(4.75,5]"
110728,5,"Definitely Yes","(4.75,5]"
110729,5,"Definitely Yes","(4.75,5]"
110730,5,"Definitely Yes","(4.75,5]"
110731,4.6,"Probably Not","(4.5,4.75]"
110732,5,"Definitely Yes","(4.75,5]"
110733,5,"Definitely Yes","(4.75,5]"
110734,5,"Definitely Yes","(4.75,5]"
110735,5,"Definitely Yes","(4.75,5]"
110736,5,"Probably Yes","(4.75,5]"
110737,5,"Definitely Yes","(4.75,5]"
110738,5,"Definitely Yes","(4.75,5]"
110739,5,"Definitely Yes","(4.75,5]"
110740,4.1,"Probably Yes","(4,4.25]"
110741,5,"Definitely Yes","(4.75,5]"
110742,4.85,"Definitely Yes","(4.75,5]"
110743,5,"Definitely Yes","(4.75,5]"
110744,5,"Definitely Yes","(4.75,5]"
110745,5,"Definitely Yes","(4.75,5]"
110746,5,"Definitely Yes","(4.75,5]"
110747,5,"Probably Yes","(4.75,5]"
110748,5,"Definitely Yes","(4.75,5]"
110749,5,"Definitely Yes","(4.75,5]"
110750,5,"Definitely Yes","(4.75,5]"
110751,5,"Definitely Yes","(4.75,5]"
110752,5,"Definitely Yes","(4.75,5]"
110753,5,"Definitely Yes","(4.75,5]"
110754,5,"Definitely Yes","(4.75,5]"
110755,5,"Definitely Yes","(4.75,5]"
110756,5,"Probably Yes","(4.75,5]"
110757,5,"Definitely Yes","(4.75,5]"
110758,5,"Probably Not","(4.75,5]"
110759,4.4,"Probably Not","(4.25,4.5]"
110760,4.45,"Probably Not","(4.25,4.5]"
110761,5,"Definitely Yes","(4.75,5]"
110762,3.35,"Probably Not","(3.25,3.5]"
110763,5,"Definitely Yes","(4.75,5]"
110764,5,"Definitely Yes","(4.75,5]"
110765,3.45,"Probably Yes","(3.25,3.5]"
110766,5,"Definitely Yes","(4.75,5]"
110767,5,"Definitely Yes","(4.75,5]"
110768,5,"Definitely Yes","(4.75,5]"
110769,2.85,"Probably Not","(2.75,3]"
110770,5,"Probably Yes","(4.75,5]"
110771,5,"Definitely Yes","(4.75,5]"
110772,5,"Definitely Yes","(4.75,5]"
110773,5,"Probably Yes","(4.75,5]"
110774,5,"Definitely Yes","(4.75,5]"
110775,5,"Definitely Yes","(4.75,5]"
110776,4.6,"Probably Yes","(4.5,4.75]"
110777,5,"Definitely Yes","(4.75,5]"
110778,5,"Definitely Yes","(4.75,5]"
110779,5,"Definitely Yes","(4.75,5]"
110780,5,"Definitely Yes","(4.75,5]"
110781,1,"Definitely Not","[1,1.25]"
110782,1,"Definitely Not","[1,1.25]"
110783,5,"Definitely Yes","(4.75,5]"
110784,5,"Probably Yes","(4.75,5]"
110785,5,"Definitely Yes","(4.75,5]"
110786,5,"Definitely Yes","(4.75,5]"
110787,5,"Definitely Yes","(4.75,5]"
110788,4.7,"Probably Yes","(4.5,4.75]"
110789,5,"Probably Yes","(4.75,5]"
110790,5,"Probably Yes","(4.75,5]"
110791,5,"Definitely Yes","(4.75,5]"
110792,5,"Probably Yes","(4.75,5]"
110793,5,"Definitely Yes","(4.75,5]"
110794,5,"Definitely Yes","(4.75,5]"
110795,4.3,"Probably Not","(4.25,4.5]"
110796,5,"Definitely Yes","(4.75,5]"
110797,5,"Definitely Yes","(4.75,5]"
110798,5,"Definitely Yes","(4.75,5]"
110799,4.7,"Definitely Yes","(4.5,4.75]"
110800,4.85,"Definitely Yes","(4.75,5]"
110801,5,"Definitely Yes","(4.75,5]"
110802,5,"Probably Yes","(4.75,5]"
110803,5,"Definitely Yes","(4.75,5]"
110804,5,"Definitely Yes","(4.75,5]"
110805,5,"Definitely Yes","(4.75,5]"
110806,4.6,"Probably Yes","(4.5,4.75]"
110807,5,"Definitely Yes","(4.75,5]"
110808,4.65,"Definitely Yes","(4.5,4.75]"
110809,4.85,"Probably Yes","(4.75,5]"
110810,5,"Probably Yes","(4.75,5]"
110811,5,"Probably Yes","(4.75,5]"
110812,5,"Definitely Yes","(4.75,5]"
110813,5,"Probably Yes","(4.75,5]"
110814,4.3,"Definitely Yes","(4.25,4.5]"
110815,5,"Definitely Yes","(4.75,5]"
110816,5,"Definitely Yes","(4.75,5]"
110817,5,"Definitely Yes","(4.75,5]"
110818,5,"Definitely Yes","(4.75,5]"
110819,4.5,"Probably Yes","(4.25,4.5]"
110820,5,"Definitely Yes","(4.75,5]"
110821,5,"Definitely Yes","(4.75,5]"
110822,3.65,"Definitely Not","(3.5,3.75]"
110823,5,"Definitely Yes","(4.75,5]"
110824,5,"Definitely Yes","(4.75,5]"
110825,5,"Definitely Yes","(4.75,5]"
110826,4.6,"Definitely Yes","(4.5,4.75]"
110827,5,"Probably Yes","(4.75,5]"
110828,5,"Definitely Yes","(4.75,5]"
110829,4.85,"Definitely Yes","(4.75,5]"
110830,5,"Definitely Yes","(4.75,5]"
110831,4.85,"Definitely Yes","(4.75,5]"
110832,5,"Definitely Yes","(4.75,5]"
110833,4.6,"Probably Yes","(4.5,4.75]"
110834,5,"Definitely Yes","(4.75,5]"
110835,5,"Definitely Yes","(4.75,5]"
110836,5,"Definitely Yes","(4.75,5]"
110837,5,"Definitely Yes","(4.75,5]"
110838,5,"Definitely Yes","(4.75,5]"
110839,5,"Definitely Yes","(4.75,5]"
110840,5,"Definitely Yes","(4.75,5]"
110841,5,"Definitely Yes","(4.75,5]"
110842,5,"Definitely Yes","(4.75,5]"
110843,5,"Probably Yes","(4.75,5]"
110844,5,"Definitely Yes","(4.75,5]"
110845,5,"Definitely Yes","(4.75,5]"
110846,5,"Definitely Yes","(4.75,5]"
110847,4,"Probably Yes","(3.75,4]"
110848,5,"Definitely Yes","(4.75,5]"
110849,5,"Definitely Yes","(4.75,5]"
110850,5,"Definitely Yes","(4.75,5]"
110851,5,"Definitely Yes","(4.75,5]"
110852,4,"Probably Yes","(3.75,4]"
110853,5,"Definitely Yes","(4.75,5]"
110854,5,"Definitely Yes","(4.75,5]"
110855,5,"Definitely Yes","(4.75,5]"
110856,5,"Definitely Yes","(4.75,5]"
110857,4.2,"Probably Yes","(4,4.25]"
110858,5,"Definitely Yes","(4.75,5]"
110859,5,"Definitely Yes","(4.75,5]"
110860,4.8,"Definitely Yes","(4.75,5]"
110861,3.8,"Probably Not","(3.75,4]"
110862,1,"Definitely Not","[1,1.25]"
110863,5,"Definitely Yes","(4.75,5]"
110864,5,"Definitely Yes","(4.75,5]"
110865,5,"Definitely Yes","(4.75,5]"
110866,5,"Probably Yes","(4.75,5]"
110867,5,"Definitely Yes","(4.75,5]"
110868,5,"Definitely Yes","(4.75,5]"
110869,4.7,"Definitely Yes","(4.5,4.75]"
110870,3.35,"Probably Yes","(3.25,3.5]"
110871,5,"Definitely Yes","(4.75,5]"
110872,3.85,"Probably Not","(3.75,4]"
110873,5,"Definitely Yes","(4.75,5]"
110874,5,"Definitely Yes","(4.75,5]"
110875,5,"Probably Yes","(4.75,5]"
110876,5,"Probably Yes","(4.75,5]"
110877,4.8,"Probably Yes","(4.75,5]"
110878,5,"Probably Yes","(4.75,5]"
110879,4.85,"Probably Yes","(4.75,5]"
110880,5,"Definitely Yes","(4.75,5]"
110881,5,"Definitely Yes","(4.75,5]"
110882,5,"Definitely Yes","(4.75,5]"
110883,5,"Definitely Yes","(4.75,5]"
110884,4.6,"Probably Yes","(4.5,4.75]"
110885,5,"Definitely Yes","(4.75,5]"
110886,4.8,"Definitely Yes","(4.75,5]"
110887,3.05,"Probably Not","(3,3.25]"
110888,4.6,"Probably Yes","(4.5,4.75]"
110889,5,"Definitely Yes","(4.75,5]"
110890,5,"Definitely Yes","(4.75,5]"
110891,5,"Probably Not","(4.75,5]"
110892,3.95,"Probably Not","(3.75,4]"
110893,5,"Definitely Yes","(4.75,5]"
110894,5,"Definitely Yes","(4.75,5]"
110895,5,"Definitely Yes","(4.75,5]"
110896,5,"Definitely Yes","(4.75,5]"
110897,5,"Definitely Yes","(4.75,5]"
110898,5,"Probably Yes","(4.75,5]"
110899,4.85,"Probably Yes","(4.75,5]"
110900,5,"Definitely Yes","(4.75,5]"
110901,5,"Probably Yes","(4.75,5]"
110902,4.85,"Definitely Yes","(4.75,5]"
110903,5,"Probably Yes","(4.75,5]"
110904,5,"Probably Yes","(4.75,5]"
110905,5,"Definitely Yes","(4.75,5]"
110906,5,"Definitely Yes","(4.75,5]"
110907,5,"Definitely Yes","(4.75,5]"
110908,4.2,"Probably Not","(4,4.25]"
110909,5,"Definitely Yes","(4.75,5]"
110910,4.55,"Definitely Yes","(4.5,4.75]"
110911,5,"Definitely Yes","(4.75,5]"
110912,5,"Definitely Yes","(4.75,5]"
110913,5,"Definitely Yes","(4.75,5]"
110914,5,"Definitely Yes","(4.75,5]"
110915,5,"Definitely Yes","(4.75,5]"
110916,5,"Definitely Yes","(4.75,5]"
110917,5,"Definitely Yes","(4.75,5]"
110918,4.85,"Definitely Yes","(4.75,5]"
110919,5,"Definitely Yes","(4.75,5]"
110920,5,"Definitely Yes","(4.75,5]"
110921,5,"Definitely Yes","(4.75,5]"
110922,5,"Definitely Yes","(4.75,5]"
110923,5,"Definitely Yes","(4.75,5]"
110924,5,"Definitely Yes","(4.75,5]"
110925,5,"Definitely Yes","(4.75,5]"
110926,5,"Definitely Yes","(4.75,5]"
110927,4.3,"Definitely Yes","(4.25,4.5]"
110928,4.85,"Probably Yes","(4.75,5]"
110929,5,"Definitely Yes","(4.75,5]"
110930,5,"Definitely Yes","(4.75,5]"
110931,5,"Definitely Yes","(4.75,5]"
110932,5,"Probably Not","(4.75,5]"
110933,5,"Definitely Yes","(4.75,5]"
110934,5,"Definitely Yes","(4.75,5]"
110935,1,"Definitely Not","[1,1.25]"
110936,5,"Definitely Yes","(4.75,5]"
110937,1,"Definitely Not","[1,1.25]"
110938,5,"Definitely Yes","(4.75,5]"
110939,4.45,"Definitely Yes","(4.25,4.5]"
110940,5,"Definitely Yes","(4.75,5]"
110941,5,"Definitely Yes","(4.75,5]"
110942,5,"Definitely Yes","(4.75,5]"
110943,2.4,"Definitely Not","(2.25,2.5]"
110944,3.7,"Definitely Not","(3.5,3.75]"
110945,2.2,"Definitely Not","(2,2.25]"
110946,5,"Definitely Yes","(4.75,5]"
110947,3.35,"Probably Yes","(3.25,3.5]"
110948,3.75,"Probably Not","(3.5,3.75]"
110949,5,"Definitely Yes","(4.75,5]"
110950,5,"Probably Yes","(4.75,5]"
110951,5,"Definitely Yes","(4.75,5]"
110952,5,"Definitely Yes","(4.75,5]"
110953,5,"Definitely Yes","(4.75,5]"
110954,5,"Definitely Yes","(4.75,5]"
110955,5,"Probably Yes","(4.75,5]"
110956,5,"Definitely Yes","(4.75,5]"
110957,5,"Definitely Yes","(4.75,5]"
110958,5,"Definitely Not","(4.75,5]"
110959,5,"Definitely Yes","(4.75,5]"
110960,5,"Definitely Yes","(4.75,5]"
110961,5,"Definitely Yes","(4.75,5]"
110962,5,"Definitely Yes","(4.75,5]"
110963,5,"Definitely Yes","(4.75,5]"
110964,5,"Probably Yes","(4.75,5]"
110965,5,"Definitely Yes","(4.75,5]"
110966,5,"Definitely Yes","(4.75,5]"
110967,4.7,"Probably Not","(4.5,4.75]"
110968,5,"Definitely Yes","(4.75,5]"
110969,5,"Definitely Yes","(4.75,5]"
110970,2.35,"Definitely Not","(2.25,2.5]"
110971,5,"Definitely Yes","(4.75,5]"
110972,5,"Definitely Yes","(4.75,5]"
110973,5,"Definitely Yes","(4.75,5]"
110974,5,"Definitely Yes","(4.75,5]"
110975,5,"Definitely Yes","(4.75,5]"
110976,5,"Definitely Yes","(4.75,5]"
110977,5,"Definitely Yes","(4.75,5]"
110978,5,"Definitely Yes","(4.75,5]"
110979,5,"Definitely Yes","(4.75,5]"
110980,5,"Definitely Yes","(4.75,5]"
110981,5,"Probably Yes","(4.75,5]"
